run_id,aircraft,wait_time,base_service_time,weather_delay_mins,total_turnaround_time,departure_clock_time,cpu_execution_time_sec,replication_id
5,Plane 35,10.93,23.34,0.0,34.27,12:49 PM,0.006,5
5,Plane 36,11.55,16.76,0.0,28.31,12:55 PM,0.006,5
5,Plane 38,4.17,12.87,0.0,17.04,01:02 PM,0.006,5
5,Plane 39,7.12,18.01,0.0,25.13,01:13 PM,0.006,5
5,Plane 25,92.23,26.12,0.0,118.35,01:28 PM,0.006,5
5,Plane 27,92.87,14.74,13.44,121.05,01:41 PM,0.006,5
5,Plane 42,0.4,22.49,0.0,22.89,01:51 PM,0.006,5
5,Plane 43,2.98,15.06,0.0,18.05,01:56 PM,0.006,5
5,Plane 44,8.77,23.83,0.0,32.59,02:14 PM,0.006,5
5,Plane 40,34.84,24.23,0.0,59.06,02:20 PM,0.006,5
5,Plane 46,3.03,22.88,0.0,25.91,02:43 PM,0.006,5
5,Plane 37,93.69,31.26,0.0,124.96,02:46 PM,0.006,5
5,Plane 47,11.37,28.62,0.0,39.99,03:11 PM,0.006,5
5,Plane 33,155.94,35.13,0.0,191.07,03:21 PM,0.006,5
5,Plane 50,5.43,13.99,0.0,19.42,03:25 PM,0.006,5
5,Plane 55,2.3,19.65,0.0,21.95,03:40 PM,0.006,5
5,Plane 52,13.3,21.73,0.0,35.03,03:47 PM,0.006,5
5,Plane 58,3.2,15.66,0.0,18.85,03:56 PM,0.006,5
5,Plane 2,0.0,12.83,0.0,12.83,08:28 AM,0.0055,6
5,Plane 3,7.82,11.81,0.0,19.63,08:40 AM,0.0055,6
5,Plane 1,0.0,15.89,17.11,32.99,08:48 AM,0.0055,6
5,Plane 4,6.02,22.92,13.08,42.01,09:16 AM,0.0055,6
5,Plane 5,0.0,16.94,0.0,16.94,09:27 AM,0.0055,6
5,Plane 6,0.0,19.19,0.0,19.19,09:36 AM,0.0055,6
5,Plane 8,4.1,22.6,0.0,26.7,09:49 AM,0.0055,6
5,Plane 11,0.53,20.1,0.0,20.63,09:56 AM,0.0055,6
5,Plane 10,18.82,22.18,0.0,41.0,10:12 AM,0.0055,6
5,Plane 7,39.23,23.36,0.0,62.59,10:19 AM,0.0055,6
5,Plane 14,12.82,17.07,0.0,29.89,10:29 AM,0.0055,6
5,Plane 12,40.06,24.3,0.0,64.36,10:44 AM,0.0055,6
5,Plane 16,7.54,24.33,0.0,31.87,10:53 AM,0.0055,6
5,Plane 19,12.37,19.69,0.0,32.06,11:03 AM,0.0055,6
5,Plane 21,13.65,20.71,0.0,34.36,11:14 AM,0.0055,6
5,Plane 22,14.55,24.62,0.0,39.17,11:28 AM,0.0055,6
5,Plane 23,7.09,18.95,0.0,26.04,11:33 AM,0.0055,6
5,Plane 24,12.76,12.65,0.0,25.41,11:41 AM,0.0055,6
5,Plane 26,4.05,16.7,0.0,20.75,11:57 AM,0.0055,6
5,Plane 15,93.72,25.24,0.0,118.96,11:58 AM,0.0055,6
5,Plane 28,8.97,19.98,0.0,28.95,12:17 PM,0.0055,6
5,Plane 27,15.43,20.12,0.0,35.55,12:18 PM,0.0055,6
5,Plane 20,101.29,26.06,0.0,127.35,12:43 PM,0.0055,6
5,Plane 18,115.17,26.78,0.0,141.94,12:45 PM,0.0055,6
5,Plane 30,20.06,20.63,0.0,40.69,01:04 PM,0.0055,6
5,Plane 9,199.45,27.43,0.0,226.88,01:12 PM,0.0055,6
5,Plane 34,6.54,14.42,0.0,20.96,01:27 PM,0.0055,6
5,Plane 32,13.79,22.7,2.88,39.37,01:30 PM,0.0055,6
5,Plane 29,71.47,28.13,0.0,99.6,01:55 PM,0.0055,6
5,Plane 36,1.48,29.59,0.0,31.07,01:59 PM,0.0055,6
5,Plane 39,23.68,19.55,0.0,43.23,02:14 PM,0.0055,6
5,Plane 13,245.71,30.11,0.0,275.82,02:29 PM,0.0055,6
5,Plane 42,15.68,30.86,0.0,46.53,02:45 PM,0.0055,6
5,Plane 37,60.45,31.91,0.0,92.36,03:01 PM,0.0055,6
5,Plane 44,4.42,18.75,0.0,23.17,03:04 PM,0.0055,6
5,Plane 43,27.65,25.71,0.0,53.36,03:27 PM,0.0055,6
5,Plane 25,223.78,19.3,12.73,255.81,03:36 PM,0.0055,6
5,Plane 45,17.74,25.5,0.0,43.24,03:52 PM,0.0055,6
5,Plane 1,0.0,26.02,0.0,26.02,08:26 AM,0.0051,7
5,Plane 3,0.0,19.94,0.0,19.94,09:01 AM,0.0051,7
5,Plane 2,-0.0,19.01,12.99,32.0,09:09 AM,0.0051,7
5,Plane 5,14.56,27.19,0.0,41.75,09:28 AM,0.0051,7
5,Plane 9,3.33,14.52,0.0,17.85,09:43 AM,0.0051,7
5,Plane 4,25.83,34.32,0.0,60.15,09:43 AM,0.0051,7
5,Plane 11,12.59,18.78,0.0,31.37,10:01 AM,0.0051,7
5,Plane 10,14.47,25.12,0.0,39.59,10:09 AM,0.0051,7
5,Plane 8,51.09,28.1,0.0,79.19,10:30 AM,0.0051,7
5,Plane 13,11.15,24.34,7.22,42.7,10:40 AM,0.0051,7
5,Plane 18,10.92,21.52,0.0,32.43,10:51 AM,0.0051,7
5,Plane 17,28.72,25.48,0.0,54.2,11:06 AM,0.0051,7
5,Plane 15,42.19,27.27,0.0,69.45,11:18 AM,0.0051,7
5,Plane 14,67.55,32.26,0.0,99.81,11:38 AM,0.0051,7
5,Plane 20,18.01,13.38,0.0,31.4,11:51 AM,0.0051,7
5,Plane 19,2.45,33.83,0.0,36.28,11:52 AM,0.0051,7
5,Plane 21,28.21,20.35,0.0,48.56,12:12 PM,0.0051,7
5,Plane 22,2.8,20.74,0.0,23.55,12:13 PM,0.0051,7
5,Plane 23,13.65,21.2,5.46,40.31,12:38 PM,0.0051,7
5,Plane 16,123.15,36.14,0.0,159.29,12:49 PM,0.0051,7
5,Plane 25,20.35,14.85,0.0,35.2,12:53 PM,0.0051,7
5,Plane 26,16.12,21.99,0.0,38.11,01:11 PM,0.0051,7
5,Plane 27,15.57,17.36,4.86,37.8,01:15 PM,0.0051,7
5,Plane 24,55.0,25.31,0.0,80.31,01:36 PM,0.0051,7
5,Plane 7,250.61,36.46,0.0,287.08,01:52 PM,0.0051,7
5,Plane 31,0.77,18.88,0.0,19.65,01:55 PM,0.0051,7
5,Plane 33,4.68,19.07,0.0,23.75,02:11 PM,0.0051,7
5,Plane 29,38.37,23.5,0.0,61.87,02:19 PM,0.0051,7
5,Plane 34,18.41,23.98,0.0,42.39,02:35 PM,0.0051,7
5,Plane 32,42.83,29.12,0.0,71.95,02:48 PM,0.0051,7
5,Plane 36,14.19,23.88,0.0,38.08,02:59 PM,0.0051,7
5,Plane 39,11.82,26.54,0.0,38.36,03:14 PM,0.0051,7
5,Plane 41,7.83,14.18,3.19,25.2,03:16 PM,0.0051,7
5,Plane 42,9.72,22.78,0.0,32.5,03:37 PM,0.0051,7
5,Plane 38,48.54,26.62,0.0,75.16,03:43 PM,0.0051,7
5,Plane 1,-0.0,21.2,0.0,21.2,08:24 AM,0.0071,8
5,Plane 3,0.57,11.8,0.0,12.37,08:36 AM,0.0071,8
5,Plane 2,0.0,32.23,0.0,32.23,08:53 AM,0.0071,8
5,Plane 4,7.77,27.79,0.0,35.56,09:04 AM,0.0071,8
5,Plane 5,13.03,20.47,0.0,33.5,09:14 AM,0.0071,8
5,Plane 6,9.96,25.19,0.0,35.16,09:29 AM,0.0071,8
5,Plane 7,6.06,25.44,0.0,31.49,09:39 AM,0.0071,8
5,Plane 8,0.0,30.02,0.0,30.02,10:02 AM,0.0071,8
5,Plane 9,3.36,15.77,8.84,27.97,10:04 AM,0.0071,8
5,Plane 10,9.66,20.03,6.06,35.75,10:29 AM,0.0071,8
5,Plane 11,-0.0,26.48,0.0,26.48,10:36 AM,0.0071,8
5,Plane 12,9.59,17.98,0.0,27.57,10:47 AM,0.0071,8
5,Plane 17,1.75,13.83,0.0,15.58,11:00 AM,0.0071,8
5,Plane 13,14.98,25.03,0.0,40.02,11:02 AM,0.0071,8
5,Plane 20,7.15,16.91,0.0,24.06,11:17 AM,0.0071,8
5,Plane 16,19.3,17.85,0.0,37.15,11:19 AM,0.0071,8
5,Plane 21,23.81,19.08,0.0,42.89,11:36 AM,0.0071,8
5,Plane 19,27.57,19.85,0.0,47.42,11:39 AM,0.0071,8
5,Plane 18,50.18,23.71,0.0,73.89,12:00 PM,0.0071,8
5,Plane 22,19.2,25.8,0.0,45.0,12:05 PM,0.0071,8
5,Plane 26,1.63,14.35,0.0,15.98,12:14 PM,0.0071,8
5,Plane 24,20.94,14.45,0.0,35.39,12:19 PM,0.0071,8
5,Plane 29,7.44,16.53,0.0,23.97,12:31 PM,0.0071,8
5,Plane 34,0.79,17.04,0.0,17.82,12:36 PM,0.0071,8
5,Plane 23,48.91,17.84,0.0,66.76,12:49 PM,0.0071,8
5,Plane 28,31.53,18.99,0.0,50.52,12:55 PM,0.0071,8
5,Plane 37,21.47,19.42,0.0,40.89,01:08 PM,0.0071,8
5,Plane 27,51.43,19.78,0.0,71.21,01:15 PM,0.0071,8
5,Plane 42,0.47,14.79,0.0,15.26,01:23 PM,0.0071,8
5,Plane 41,12.93,19.03,0.0,31.96,01:34 PM,0.0071,8
5,Plane 45,2.05,18.65,0.67,21.38,01:42 PM,0.0071,8
5,Plane 30,83.42,19.86,0.0,103.28,01:54 PM,0.0071,8
5,Plane 49,1.78,15.61,0.0,17.39,01:58 PM,0.0071,8
5,Plane 51,4.53,17.88,0.0,22.41,02:12 PM,0.0071,8
5,Plane 47,22.02,19.21,0.0,41.23,02:17 PM,0.0071,8
5,Plane 31,120.55,20.93,0.0,141.48,02:33 PM,0.0071,8
5,Plane 40,91.11,21.31,0.0,112.42,02:38 PM,0.0071,8
5,Plane 50,52.33,21.32,0.0,73.65,02:54 PM,0.0071,8
5,Plane 52,39.39,21.58,0.0,60.97,03:00 PM,0.0071,8
5,Plane 55,14.58,19.66,0.0,34.24,03:14 PM,0.0071,8
5,Plane 56,4.65,15.64,0.0,20.29,03:16 PM,0.0071,8
5,Plane 53,63.88,22.26,0.0,86.14,03:36 PM,0.0071,8
5,Plane 57,12.61,24.7,0.0,37.31,03:40 PM,0.0071,8
5,Plane 60,5.08,13.43,0.0,18.51,03:50 PM,0.0071,8
5,Plane 1,0.0,26.71,0.0,26.71,08:38 AM,0.006,9
5,Plane 2,-0.0,24.64,0.0,24.64,08:38 AM,0.006,9
5,Plane 5,9.08,17.87,0.0,26.95,08:56 AM,0.006,9
5,Plane 7,3.65,20.52,5.29,29.46,09:04 AM,0.006,9
5,Plane 9,12.38,11.99,0.0,24.36,09:08 AM,0.006,9
5,Plane 11,11.27,18.92,0.0,30.19,09:23 AM,0.006,9
5,Plane 10,15.39,22.34,0.0,37.72,09:30 AM,0.006,9
5,Plane 16,6.93,22.86,0.0,29.79,09:46 AM,0.006,9
5,Plane 12,30.66,23.08,0.0,53.73,09:53 AM,0.006,9
5,Plane 18,23.82,29.23,0.0,53.04,10:15 AM,0.006,9
5,Plane 4,87.7,15.61,14.16,117.47,10:23 AM,0.006,9
5,Plane 23,2.16,15.79,0.0,17.95,10:31 AM,0.006,9
5,Plane 24,2.61,13.08,0.0,15.69,10:36 AM,0.006,9
5,Plane 22,25.65,19.99,0.0,45.64,10:51 AM,0.006,9
5,Plane 21,33.53,23.82,0.0,57.36,11:00 AM,0.006,9
5,Plane 20,56.07,25.57,0.0,81.64,11:16 AM,0.006,9
5,Plane 13,114.03,30.12,0.0,144.15,11:30 AM,0.006,9
5,Plane 29,11.36,18.54,0.0,29.9,11:35 AM,0.006,9
5,Plane 26,58.77,30.25,0.0,89.02,12:00 PM,0.006,9
5,Plane 14,144.9,30.28,0.0,175.19,12:05 PM,0.006,9
5,Plane 31,20.62,29.17,0.0,49.78,12:29 PM,0.006,9
5,Plane 32,21.59,16.15,14.77,52.51,12:36 PM,0.006,9
5,Plane 36,5.08,22.16,0.0,27.23,12:52 PM,0.006,9
5,Plane 38,4.02,19.68,0.0,23.7,12:56 PM,0.006,9
5,Plane 41,7.34,19.39,0.0,26.73,01:11 PM,0.006,9
5,Plane 42,2.02,15.13,1.94,19.09,01:13 PM,0.006,9
5,Plane 40,31.8,22.91,0.0,54.71,01:34 PM,0.006,9
5,Plane 39,40.02,23.22,0.0,63.24,01:36 PM,0.006,9
5,Plane 44,17.08,19.85,0.0,36.93,01:54 PM,0.006,9
5,Plane 46,2.23,22.78,0.0,25.01,01:59 PM,0.006,9
5,Plane 51,0.39,20.6,0.0,21.0,02:14 PM,0.006,9
5,Plane 52,1.54,21.18,0.0,22.72,02:20 PM,0.006,9
5,Plane 37,109.08,23.32,0.0,132.4,02:38 PM,0.006,9
5,Plane 54,14.56,24.17,0.0,38.73,02:44 PM,0.006,9
5,Plane 61,6.24,11.5,0.0,17.74,02:56 PM,0.006,9
5,Plane 58,12.48,20.3,0.0,32.78,02:58 PM,0.006,9
5,Plane 35,161.43,25.68,0.0,187.11,03:21 PM,0.006,9
5,Plane 53,52.77,25.92,0.0,78.7,03:24 PM,0.006,9
5,Plane 62,2.0,21.84,2.2,26.04,03:48 PM,0.006,9
5,Plane 43,131.02,26.69,0.0,157.71,03:48 PM,0.006,9
5,Plane 1,0.0,12.82,0.0,12.82,08:19 AM,0.0064,10
5,Plane 2,-0.0,34.69,0.0,34.69,08:42 AM,0.0064,10
5,Plane 3,5.76,27.76,1.32,34.84,08:48 AM,0.0064,10
5,Plane 6,8.98,15.95,0.0,24.93,08:58 AM,0.0064,10
5,Plane 9,8.7,20.0,0.0,28.7,09:08 AM,0.0064,10
5,Plane 12,3.11,18.97,0.0,22.09,09:17 AM,0.0064,10
5,Plane 7,34.58,22.95,0.0,57.53,09:31 AM,0.0064,10
5,Plane 11,23.61,23.88,0.0,47.49,09:40 AM,0.0064,10
5,Plane 8,51.73,24.07,0.0,75.8,09:55 AM,0.0064,10
5,Plane 16,4.33,16.5,0.0,20.83,09:57 AM,0.0064,10
5,Plane 17,17.3,26.07,0.0,43.37,10:21 AM,0.0064,10
5,Plane 5,90.78,29.32,0.0,120.1,10:26 AM,0.0064,10
5,Plane 18,19.73,17.41,0.0,37.14,10:39 AM,0.0064,10
5,Plane 19,13.31,23.36,0.0,36.67,10:50 AM,0.0064,10
5,Plane 21,7.38,13.72,0.0,21.09,10:52 AM,0.0064,10
5,Plane 25,5.29,13.04,0.0,18.33,11:03 AM,0.0064,10
5,Plane 24,8.38,19.17,0.0,27.55,11:12 AM,0.0064,10
5,Plane 23,19.18,22.88,0.0,42.06,11:25 AM,0.0064,10
5,Plane 26,15.32,23.6,0.0,38.92,11:35 AM,0.0064,10
5,Plane 31,6.68,21.04,0.0,27.72,11:47 AM,0.0064,10
5,Plane 32,10.02,22.67,0.0,32.69,11:58 AM,0.0064,10
5,Plane 33,10.25,16.53,0.0,26.78,12:03 PM,0.0064,10
5,Plane 38,9.07,13.79,0.0,22.87,12:12 PM,0.0064,10
5,Plane 37,20.6,20.35,0.0,40.94,12:23 PM,0.0064,10
5,Plane 42,2.87,19.91,0.0,22.79,12:32 PM,0.0064,10
5,Plane 40,24.46,21.05,0.0,45.5,12:44 PM,0.0064,10
5,Plane 39,41.46,21.68,0.0,63.14,12:53 PM,0.0064,10
5,Plane 36,64.2,22.74,0.0,86.95,01:07 PM,0.0064,10
5,Plane 45,12.09,23.21,0.0,35.3,01:16 PM,0.0064,10
5,Plane 34,90.47,23.75,0.0,114.22,01:31 PM,0.0064,10
5,Plane 47,3.94,17.12,3.36,24.42,01:37 PM,0.0064,10
5,Plane 35,113.56,24.52,0.0,138.08,01:55 PM,0.0064,10
5,Plane 49,0.31,23.44,0.0,23.75,02:00 PM,0.0064,10
5,Plane 27,169.68,25.07,0.0,194.75,02:21 PM,0.0064,10
5,Plane 43,107.45,25.59,0.0,133.04,02:26 PM,0.0064,10
5,Plane 54,5.82,16.8,0.0,22.61,02:37 PM,0.0064,10
5,Plane 52,13.05,18.47,0.0,31.53,02:44 PM,0.0064,10
5,Plane 56,7.42,21.56,0.0,28.97,02:59 PM,0.0064,10
5,Plane 50,61.52,26.09,0.0,87.61,03:11 PM,0.0064,10
5,Plane 28,232.26,27.06,0.0,259.31,03:26 PM,0.0064,10
5,Plane 46,137.88,27.61,0.0,165.5,03:38 PM,0.0064,10
5,Plane 65,1.46,15.79,0.0,17.26,03:54 PM,0.0064,10
5,Plane 57,54.11,28.36,0.0,82.47,03:54 PM,0.0064,10
6,Plane 1,0.0,22.07,0.0,22.07,08:23 AM,0.0073,1
6,Plane 2,0.0,11.11,0.0,11.11,08:49 AM,0.0073,1
6,Plane 4,5.35,13.71,0.0,19.06,09:03 AM,0.0073,1
6,Plane 3,0.0,26.46,0.0,26.46,09:06 AM,0.0073,1
6,Plane 10,3.58,15.43,0.0,19.01,09:18 AM,0.0073,1
6,Plane 5,16.57,17.64,0.0,34.21,09:23 AM,0.0073,1
6,Plane 9,21.48,20.46,0.0,41.94,09:39 AM,0.0073,1
6,Plane 7,28.6,23.83,0.0,52.43,09:47 AM,0.0073,1
6,Plane 13,2.6,24.66,0.0,27.26,10:03 AM,0.0073,1
6,Plane 8,51.45,26.11,0.0,77.57,10:13 AM,0.0073,1
6,Plane 15,11.86,15.26,0.0,27.12,10:18 AM,0.0073,1
6,Plane 18,7.18,20.84,0.0,28.02,10:34 AM,0.0073,1
6,Plane 17,15.08,23.53,0.0,38.61,10:42 AM,0.0073,1
6,Plane 19,3.04,26.91,0.0,29.95,11:01 AM,0.0073,1
6,Plane 21,12.5,13.4,0.0,25.9,11:15 AM,0.0073,1
6,Plane 20,10.26,32.73,0.0,42.99,11:15 AM,0.0073,1
6,Plane 23,3.93,17.58,0.0,21.51,11:32 AM,0.0073,1
6,Plane 24,13.26,11.75,0.0,25.01,11:44 AM,0.0073,1
6,Plane 22,7.48,30.5,0.0,37.97,11:45 AM,0.0073,1
6,Plane 28,13.19,16.42,0.0,29.61,12:00 PM,0.0073,1
6,Plane 25,22.42,17.51,0.0,39.93,12:03 PM,0.0073,1
6,Plane 31,7.12,16.39,0.0,23.5,12:17 PM,0.0073,1
6,Plane 27,32.39,19.1,0.0,51.49,12:22 PM,0.0073,1
6,Plane 26,50.23,26.27,0.0,76.49,12:43 PM,0.0073,1
6,Plane 30,43.36,22.53,4.23,70.13,12:49 PM,0.0073,1
6,Plane 35,13.37,13.55,0.0,26.92,12:56 PM,0.0073,1
6,Plane 39,4.4,12.59,0.0,16.99,01:01 PM,0.0073,1
6,Plane 36,26.32,14.33,0.0,40.64,01:11 PM,0.0073,1
6,Plane 34,35.97,20.03,0.0,56.0,01:21 PM,0.0073,1
6,Plane 38,38.13,22.86,0.0,60.99,01:34 PM,0.0073,1
6,Plane 41,17.65,23.06,0.0,40.7,01:44 PM,0.0073,1
6,Plane 37,63.07,23.92,0.0,86.99,01:58 PM,0.0073,1
6,Plane 42,7.6,23.54,0.0,31.13,02:08 PM,0.0073,1
6,Plane 33,111.99,28.34,0.0,140.33,02:26 PM,0.0073,1
6,Plane 43,6.57,22.09,0.0,28.66,02:30 PM,0.0073,1
6,Plane 45,12.71,17.46,0.0,30.17,02:43 PM,0.0073,1
6,Plane 46,11.59,18.14,0.0,29.72,02:48 PM,0.0073,1
6,Plane 48,20.38,20.96,0.0,41.33,03:04 PM,0.0073,1
6,Plane 50,5.51,24.46,0.0,29.97,03:13 PM,0.0073,1
6,Plane 52,7.34,18.27,0.0,25.61,03:23 PM,0.0073,1
6,Plane 53,11.79,19.77,0.0,31.56,03:32 PM,0.0073,1
6,Plane 51,34.31,21.2,0.0,55.51,03:44 PM,0.0073,1
6,Plane 56,7.12,21.91,0.0,29.03,03:54 PM,0.0073,1
6,Plane 1,0.0,18.16,0.0,18.16,08:23 AM,0.0065,2
6,Plane 2,0.0,26.14,0.0,26.14,08:32 AM,0.0065,2
6,Plane 6,1.31,16.07,0.0,17.38,08:39 AM,0.0065,2
6,Plane 5,14.59,21.75,0.0,36.34,08:54 AM,0.0065,2
6,Plane 4,24.56,25.16,0.0,49.72,09:04 AM,0.0065,2
6,Plane 8,15.07,25.88,0.0,40.96,09:20 AM,0.0065,2
6,Plane 7,38.0,12.7,15.63,66.33,09:33 AM,0.0065,2
6,Plane 10,12.75,26.96,0.0,39.7,09:47 AM,0.0065,2
6,Plane 12,1.98,18.67,0.0,20.66,09:51 AM,0.0065,2
6,Plane 13,7.62,23.43,0.0,31.05,10:10 AM,0.0065,2
6,Plane 11,24.95,20.44,10.01,55.39,10:22 AM,0.0065,2
6,Plane 16,8.23,23.74,0.0,31.97,10:34 AM,0.0065,2
6,Plane 17,9.63,23.7,0.0,33.33,10:45 AM,0.0065,2
6,Plane 15,40.43,28.46,0.0,68.88,11:02 AM,0.0065,2
6,Plane 18,15.0,16.08,0.0,31.08,11:18 AM,0.0065,2
6,Plane 3,151.31,27.58,9.32,188.22,11:22 AM,0.0065,2
6,Plane 19,27.9,18.81,0.0,46.71,11:37 AM,0.0065,2
6,Plane 23,16.68,25.53,0.0,42.21,11:48 AM,0.0065,2
6,Plane 21,46.35,28.17,0.0,74.52,12:05 PM,0.0065,2
6,Plane 25,7.93,19.35,0.0,27.28,12:07 PM,0.0065,2
6,Plane 24,43.09,28.53,0.0,71.62,12:34 PM,0.0065,2
6,Plane 30,3.27,31.7,0.0,34.97,12:39 PM,0.0065,2
6,Plane 31,16.26,14.04,0.0,30.31,12:48 PM,0.0065,2
6,Plane 34,10.22,19.76,0.0,29.98,12:59 PM,0.0065,2
6,Plane 36,2.37,19.07,0.0,21.43,01:07 PM,0.0065,2
6,Plane 33,30.75,20.9,0.0,51.66,01:20 PM,0.0065,2
6,Plane 32,45.2,27.39,0.0,72.59,01:34 PM,0.0065,2
6,Plane 39,8.86,16.41,0.0,25.27,01:36 PM,0.0065,2
6,Plane 41,7.68,22.4,0.0,30.08,01:57 PM,0.0065,2
6,Plane 40,16.86,23.57,0.0,40.43,01:59 PM,0.0065,2
6,Plane 45,18.09,16.34,0.0,34.43,02:13 PM,0.0065,2
6,Plane 38,49.1,24.72,0.0,73.82,02:24 PM,0.0065,2
6,Plane 35,92.98,28.24,0.0,121.22,02:41 PM,0.0065,2
6,Plane 47,0.32,20.94,0.0,21.26,02:45 PM,0.0065,2
6,Plane 53,0.01,20.78,0.0,20.79,03:02 PM,0.0065,2
6,Plane 50,13.49,22.19,0.0,35.67,03:07 PM,0.0065,2
6,Plane 49,30.83,22.29,3.18,56.3,03:27 PM,0.0065,2
6,Plane 46,76.63,28.73,0.0,105.36,03:36 PM,0.0065,2
6,Plane 57,6.7,12.12,0.0,18.82,03:48 PM,0.0065,2
6,Plane 42,120.33,29.25,0.0,149.58,03:57 PM,0.0065,2
6,Plane 1,0.0,15.73,0.0,15.73,08:16 AM,0.0059,3
6,Plane 2,0.0,35.44,0.0,35.44,08:37 AM,0.0059,3
6,Plane 3,0.0,22.43,0.0,22.43,08:40 AM,0.0059,3
6,Plane 5,0.0,12.91,0.0,12.91,08:54 AM,0.0059,3
6,Plane 4,0.0,21.53,0.0,21.53,09:01 AM,0.0059,3
6,Plane 6,4.1,12.02,11.25,27.37,09:17 AM,0.0059,3
6,Plane 8,16.04,13.0,0.0,29.05,09:30 AM,0.0059,3
6,Plane 7,9.97,30.03,0.0,40.0,09:31 AM,0.0059,3
6,Plane 11,23.35,18.62,0.0,41.97,09:49 AM,0.0059,3
6,Plane 9,28.91,21.31,0.0,50.22,09:52 AM,0.0059,3
6,Plane 17,3.11,23.58,0.0,26.69,10:12 AM,0.0059,3
6,Plane 13,43.06,24.7,0.0,67.75,10:17 AM,0.0059,3
6,Plane 12,65.32,15.17,10.77,91.26,10:38 AM,0.0059,3
6,Plane 15,40.31,29.15,0.0,69.46,10:46 AM,0.0059,3
6,Plane 19,14.45,17.33,0.0,31.78,10:56 AM,0.0059,3
6,Plane 22,2.59,13.94,0.0,16.53,11:10 AM,0.0059,3
6,Plane 21,4.33,25.79,0.0,30.13,11:12 AM,0.0059,3
6,Plane 18,55.74,30.02,0.0,85.76,11:40 AM,0.0059,3
6,Plane 10,128.07,30.41,0.0,158.48,11:42 AM,0.0059,3
6,Plane 25,22.4,19.52,0.0,41.92,11:59 AM,0.0059,3
6,Plane 23,29.57,20.96,0.0,50.53,12:03 PM,0.0059,3
6,Plane 14,154.22,14.07,18.47,186.76,12:32 PM,0.0059,3
6,Plane 16,141.07,34.41,0.0,175.48,12:38 PM,0.0059,3
6,Plane 28,17.47,20.44,0.0,37.91,12:52 PM,0.0059,3
6,Plane 30,21.19,23.52,0.0,44.7,01:01 PM,0.0059,3
6,Plane 33,10.15,24.07,0.0,34.22,01:16 PM,0.0059,3
6,Plane 27,54.21,19.24,5.0,78.46,01:25 PM,0.0059,3
6,Plane 34,25.87,25.14,0.0,51.01,01:41 PM,0.0059,3
6,Plane 38,8.54,18.87,0.0,27.42,01:44 PM,0.0059,3
6,Plane 39,17.8,19.51,0.0,37.31,02:01 PM,0.0059,3
6,Plane 42,8.74,19.95,0.0,28.69,02:04 PM,0.0059,3
6,Plane 44,16.08,15.09,0.0,31.17,02:16 PM,0.0059,3
6,Plane 45,19.33,23.86,0.0,43.19,02:28 PM,0.0059,3
6,Plane 41,46.41,24.78,0.0,71.19,02:41 PM,0.0059,3
6,Plane 46,39.12,24.93,0.0,64.05,02:53 PM,0.0059,3
6,Plane 36,101.95,29.8,0.0,131.75,03:11 PM,0.0059,3
6,Plane 49,9.95,18.06,0.0,28.01,03:11 PM,0.0059,3
6,Plane 50,24.78,17.39,11.59,53.76,03:40 PM,0.0059,3
6,Plane 32,156.42,29.83,0.0,186.25,03:41 PM,0.0059,3
6,Plane 55,5.33,12.24,6.54,24.11,03:58 PM,0.0059,3
6,Plane 1,0.0,25.21,0.0,25.21,08:28 AM,0.0055,4
6,Plane 2,0.0,24.32,0.0,24.32,08:28 AM,0.0055,4
6,Plane 4,0.0,12.58,0.0,12.58,08:47 AM,0.0055,4
6,Plane 3,22.85,19.67,0.0,42.52,08:47 AM,0.0055,4
6,Plane 6,0.11,12.45,0.0,12.56,08:59 AM,0.0055,4
6,Plane 5,9.9,18.58,0.0,28.48,09:06 AM,0.0055,4
6,Plane 8,7.61,24.81,0.0,32.42,09:24 AM,0.0055,4
6,Plane 9,15.74,17.99,0.0,33.73,09:42 AM,0.0055,4
6,Plane 7,18.61,23.62,17.42,59.64,09:47 AM,0.0055,4
6,Plane 10,-0.0,34.91,0.0,34.91,10:30 AM,0.0055,4
6,Plane 11,-0.0,21.64,0.0,21.64,10:34 AM,0.0055,4
6,Plane 12,7.55,23.92,0.0,31.47,10:54 AM,0.0055,4
6,Plane 15,8.17,20.59,0.0,28.76,11:14 AM,0.0055,4
6,Plane 13,0.0,38.51,8.7,47.21,11:23 AM,0.0055,4
6,Plane 17,7.07,15.53,0.0,22.6,11:30 AM,0.0055,4
6,Plane 18,15.88,22.63,0.0,38.51,11:46 AM,0.0055,4
6,Plane 16,38.61,25.67,0.0,64.29,11:55 AM,0.0055,4
6,Plane 23,8.31,15.35,0.0,23.65,12:01 PM,0.0055,4
6,Plane 25,4.15,11.96,0.0,16.11,12:07 PM,0.0055,4
6,Plane 24,10.32,20.87,0.0,31.18,12:22 PM,0.0055,4
6,Plane 27,1.43,14.78,0.0,16.21,12:22 PM,0.0055,4
6,Plane 29,8.1,12.89,0.0,20.99,12:35 PM,0.0055,4
6,Plane 14,99.67,27.62,0.0,127.29,12:50 PM,0.0055,4
6,Plane 31,7.4,14.39,5.26,27.05,12:54 PM,0.0055,4
6,Plane 32,9.69,20.88,0.0,30.57,01:11 PM,0.0055,4
6,Plane 20,93.51,28.63,0.0,122.14,01:23 PM,0.0055,4
6,Plane 22,102.4,30.16,0.0,132.56,01:41 PM,0.0055,4
